ID,Gender,Household income,Household size,Method of accessing water,Travel time,Amount spent,Volume per day dry,Volume per day wet,Availability of water,Quality of water,Willingness to pay,lon,lat,Location,date
502,female,80000,9,delivered,20,10000,200,220,often,good,10000,7.596382094,9.054138521,ASO_B,7/17/2024
503,male,60000,6,delivered,40,5000,120,140,not_often,good,5500,7.59632348,9.05517818,ASO_B,7/17/2024
504,female,100000,6,delivered,20,10000,200,220,not_often,fair,10000,7.59739161,9.054196644,ASO_B,7/17/2024
505,female,100000,7,delivered,20,10000,200,220,not_often,fair,10000,7.597278331,9.052912179,ASO_B,7/17/2024
506,female,50000,7,delivered,50,4000,100,120,often,good,5000,7.59628535,9.050937117,ASO_B,7/17/2024
507,female,70000,8,delivered,40,8000,140,160,not_often,good,8500,7.595265729,9.051141185,ASO_B,7/17/2024
508,female,NULL,6,delivered,40,5000,120,140,often,fair,NULL,7.59754921,9.051086637,ASO_B,7/17/2024
509,female,55000,8,delivered,40,8000,140,160,often,good,8500,7.597991159,9.052064916,ASO_B,7/17/2024
510,female,80000,7,delivered,30,7000,160,180,not_often,fair,7500,7.600116543,9.052904953,ASO_B,7/17/2024
511,female,90000,9,delivered,20,9000,180,200,not_often,fair,9000,7.600221715,9.053936198,ASO_B,7/17/2024
512,female,75000,7,delivered,30,7000,160,180,not_often,fair,7500,7.600738015,9.052156802,ASO_B,7/17/2024
513,female,75000,7,delivered,30,7000,160,180,not_often,good,7500,7.60222132,9.052017786,ASO_B,7/17/2024
514,female,95000,7,carried,30,7000,160,180,not_often,fair,7500,7.600404553,9.051350747,ASO_B,7/17/2024
515,male,55000,6,delivered,40,5000,120,140,not_often,good,5500,7.598957322,9.051571277,ASO_B,7/17/2024
516,female,85000,9,delivered,20,9000,180,200,often,good,9000,7.597707355,9.050182995,ASO_B,7/18/2024
517,male,NULL,8,delivered,40,NULL,140,160,not_often,good,NULL,7.601009925,9.050059984,ASO_B,7/18/2024
518,male,70000,8,delivered,40,8000,140,160,not_often,good,8500,7.601772288,9.050515019,ASO_B,7/18/2024
519,female,90000,9,carried,20,9000,180,200,not_often,fair,9000,7.599515712,9.050669164,ASO_B,7/18/2024
520,female,50000,6,delivered,40,5000,120,140,not_often,fair,5500,7.598621839,9.048938632,ASO_B,7/18/2024
521,female,55000,7,delivered,40,5000,120,140,not_often,fair,5500,7.600687062,9.048865143,ASO_B,7/18/2024
522,female,95000,9,delivered,20,9000,180,200,not_often,good,9000,7.599630852,9.04912334,ASO_B,7/18/2024
523,male,80000,7,delivered,30,7000,160,180,often,good,7500,7.599996776,9.048591232,ASO_B,7/18/2024
524,male,95000,9,carried,20,9000,180,200,often,good,9000,7.603686334,9.04954573,ASO_B,7/18/2024
525,female,55000,6,delivered,40,5000,120,140,often,good,5500,7.601232734,9.046543307,ASO_B,7/18/2024
526,female,40000,7,delivered,60,3000,80,100,often,good,3500,7.603106187,9.046658963,ASO_B,7/18/2024
527,male,105000,9,carried,20,9000,180,200,often,good,9000,7.604972323,9.046313413,ASO_B,7/18/2024
528,male,90000,9,carried,20,9000,180,200,often,fair,9000,7.604622925,9.044919538,ASO_B,7/18/2024
529,male,40000,7,delivered,60,3000,80,100,not_often,fair,3500,7.602694761,9.044839853,ASO_B,7/18/2024
530,female,100000,9,delivered,35,10000,200,220,not_often,good,10000,7.603446766,9.045620373,ASO_B,7/18/2024
531,male,65000,8,delivered,40,8000,140,160,not_often,good,8500,7.603607959,9.043920998,ASO_B,7/18/2024
532,female,NULL,8,delivered,40,5000,120,140,often,fair,NULL,7.587515092,9.051210848,ASO_B,7/18/2024
533,female,65000,6,delivered,20,9000,180,200,often,good,9000,7.58915088,9.051624062,ASO_B,7/18/2024
534,female,65000,7,delivered,30,7000,160,180,often,very good,7500,7.590652162,9.051539417,ASO_B,7/22/2024
535,female,65000,9,delivered,50,9000,180,200,often,fair,9000,7.58941094,9.050250612,ASO_B,7/22/2024
536,male,NULL,7,delivered,30,7000,160,180,not_often,good,NULL,7.591113184,9.049949719,ASO_B,7/22/2024
537,male,90000,9,delivered,20,9000,180,200,not_often,good,9000,7.589986098,9.049719322,ASO_B,7/22/2024
538,male,95000,9,carried,20,9000,180,200,often,fair,9000,7.588594969,9.049551201,ASO_B,7/22/2024
539,female,100000,7,delivered,20,10000,200,220,not_often,fair,10000,7.590797833,9.049170856,ASO_B,7/22/2024
540,male,95000,9,delivered,20,9000,180,200,often,good,9000,7.590466086,9.047930764,ASO_B,7/22/2024
541,male,NULL,6,delivered,40,5000,120,140,not_often,fair,5500,7.592670943,9.047034993,ASO_B,7/22/2024
542,female,95000,7,delivered,30,7000,160,180,not_often,good,7500,7.593931557,9.050358415,ASO_B,7/22/2024
543,male,95000,7,delivered,60,3000,80,100,often,fair,3500,7.59207256,9.051201266,ASO_B,7/22/2024
544,female,100000,7,delivered,20,10000,200,220,often,good,10000,7.592294112,9.050370211,ASO_B,7/22/2024
545,male,40000,7,delivered,60,3000,80,100,not_often,fair,2500,7.593335332,9.049289116,ASO_B,7/22/2024
546,female,60000,6,delivered,40,5000,120,140,often,fair,5500,7.593449408,9.04802361,ASO_B,7/22/2024
547,male,NULL,NULL,delivered,50,NULL,100,120,not_often,good,NULL,7.593760934,9.052130082,ASO_B,7/22/2024
548,female,50000,7,delivered,50,4000,100,120,often,good,5000,7.593967552,9.045774025,ASO_B,7/22/2024
549,female,90000,9,delivered,20,9000,180,200,often,good,9000,7.59496479,9.046645926,ASO_B,7/22/2024
550,male,55000,6,delivered,40,5000,120,140,often,good,5500,7.594247721,9.048587306,ASO_B,7/22/2024
551,male,55000,6,delivered,40,5000,120,140,often,fair,5500,7.595230176,9.048582031,ASO_B,7/22/2024
552,male,NULL,8,delivered,40,NULL,140,160,often,fair,NULL,7.594474926,9.05098443,ASO_B,7/22/2024
553,male,55000,9,delivered,20,9000,180,200,not_often,good,9000,7.595968028,9.045971586,ASO_B,7/23/2024
554,male,55000,7,delivered,30,7000,160,180,not_often,good,7500,7.59671725,9.047466463,ASO_B,7/23/2024
555,male,55000,6,delivered,40,5000,120,140,not_often,good,5500,7.597058816,9.04852574,ASO_B,7/23/2024
556,male,55000,7,delivered,30,7000,160,180,not_often,good,7500,7.59706775,9.046219943,ASO_B,7/23/2024
557,male,55000,7,delivered,50,4000,100,120,not_often,fair,5000,7.597430487,9.046510691,ASO_B,7/23/2024
558,female,60000,6,delivered,40,5000,120,140,often,good,5500,7.594308436,9.04466311,ASO_B,7/23/2024
559,male,85000,9,delivered,20,9000,180,200,often,good,9000,7.596885832,9.043868204,ASO_B,7/23/2024
560,male,90000,9,delivered,20,9000,180,200,not_often,good,9000,7.596689284,9.04294512,ASO_B,7/24/2024
561,female,100000,7,delivered,30,7000,160,180,not_often,good,7500,7.59582874,9.04201045,ASO_B,7/24/2024
562,female,55000,6,delivered,40,5000,120,140,often,fair,5500,7.599412288,9.046834757,ASO_B,7/24/2024
563,female,NULL,8,carried,40,8000,140,160,not_often,fair,NULL,7.599779573,9.045949997,ASO_B,7/24/2024
564,male,85000,6,carried,40,5000,120,140,often,good,5500,7.598263373,9.045193676,ASO_B,7/24/2024
565,male,105000,7,carried,20,9000,180,200,often,fair,9000,7.599900274,9.045317484,ASO_B,7/24/2024
566,female,75000,7,delivered,30,7000,160,180,often,good,7500,7.599283185,9.044935342,ASO_B,7/25/2024
567,male,90000,9,delivered,20,9000,180,200,often,good,9000,7.597300799,9.044764997,ASO_B,7/25/2024
568,female,55000,6,delivered,40,5000,120,140,often,fair,5500,7.596386348,9.041307272,ASO_B,7/25/2024
569,female,70000,8,delivered,35,8000,140,160,often,good,8500,7.598603716,9.041867344,ASO_B,7/25/2024
570,male,70000,8,delivered,40,8000,140,160,not_often,good,8500,7.597643354,9.040869,ASO_B,7/25/2024
571,female,40000,7,delivered,60,3000,80,100,often,fair,3500,7.598700698,9.042663453,ASO_B,7/29/2024
572,male,55000,7,delivered,30,7000,160,180,often,good,7500,7.598659058,9.039317576,ASO_B,7/29/2024
573,male,NULL,8,delivered,40,8000,140,160,not_often,fair,NULL,7.600128393,9.04042637,ASO_B,7/29/2024
574,male,80000,7,delivered,30,7000,160,180,often,fair,7500,7.599814751,9.041555484,ASO_B,7/29/2024
575,male,75000,7,delivered,30,7000,160,180,not_often,fair,7500,7.60044402,9.043492978,ASO_B,7/29/2024
576,female,105000,7,delivered,20,9000,180,200,not_often,good,9000,7.601969421,9.044222198,ASO_B,7/29/2024
577,male,80000,7,delivered,30,7000,160,180,not_often,good,7500,7.601764496,9.04310919,ASO_B,7/29/2024
578,female,95000,8,delivered,40,8000,140,160,not_often,fair,8500,7.603448337,9.042853375,ASO_B,7/29/2024
579,male,70000,8,delivered,40,8000,140,160,not_often,good,8500,7.602397343,9.041764271,ASO_B,7/29/2024
580,female,50000,7,delivered,50,4000,100,120,not_often,good,5000,7.602931555,9.040048232,ASO_B,7/29/2024
581,female,65000,8,carried,45,8000,140,160,not_often,fair,8500,7.587919959,9.05002785,ASO_B,7/30/2024
582,female,95000,9,delivered,20,9000,180,200,not_often,good,9000,7.586532115,9.049018788,ASO_B,7/30/2024
583,female,NULL,9,delivered,20,NULL,180,200,often,fair,NULL,7.587471414,9.048416567,ASO_B,7/30/2024
584,male,95000,6,carried,40,5000,120,140,not_often,good,5500,7.589053282,9.048657765,ASO_B,7/30/2024
585,female,45000,6,delivered,40,5000,120,140,often,good,5500,7.589233442,9.04677763,ASO_B,7/30/2024
586,male,60000,6,delivered,40,5000,120,140,often,fair,5500,7.590099433,9.046310756,ASO_B,7/30/2024
587,female,80000,7,delivered,30,7000,160,180,not_often,fair,7500,7.591004164,9.045238183,ASO_B,7/30/2024
588,female,85000,9,delivered,20,9000,180,200,not_often,good,9000,7.591588794,9.044607458,ASO_B,7/30/2024
589,female,60000,6,delivered,40,5000,120,140,not_often,fair,5500,7.592475038,9.045949146,ASO_B,7/30/2024
590,female,85000,6,delivered,40,5000,120,140,not_often,fair,5500,7.593062793,9.044513652,ASO_B,7/30/2024
591,female,60000,6,delivered,40,5000,120,140,often,fair,5500,7.592565444,9.043752176,ASO_B,7/30/2024
592,male,60000,6,delivered,40,5000,120,140,not_often,good,5500,7.593531097,9.043385141,ASO_B,8/1/2024
593,male,NULL,NULL,delivered,40,NULL,120,140,not_often,fair,NULL,7.59501247,9.043734435,ASO_B,8/1/2024
594,male,60000,8,delivered,40,8000,140,160,often,fair,8500,7.594252761,9.042601214,ASO_B,8/1/2024
595,female,60000,7,delivered,60,3000,80,100,often,fair,3500,7.593297857,9.042543297,ASO_B,8/1/2024
596,male,60000,8,delivered,40,8000,140,160,often,good,8500,7.594376451,9.041200107,ASO_B,8/1/2024
597,male,NULL,8,delivered,40,NULL,140,160,not_often,good,NULL,7.596018024,9.040112256,ASO_B,8/1/2024
598,male,60000,7,delivered,30,7000,160,180,often,good,7500,7.595110044,9.039683783,ASO_B,8/1/2024
599,male,65000,8,delivered,40,8000,140,160,often,fair,8500,7.595231029,9.038978934,ASO_B,8/1/2024
600,female,65000,8,carried,40,8000,140,160,not_often,fair,8500,7.59573465,9.038121827,ASO_B,8/1/2024
601,male,95000,9,delivered,20,9000,180,200,not_often,good,9000,7.581402289,9.046530383,ASO_C,8/1/2024
602,male,95000,9,delivered,20,9000,180,200,often,fair,9000,7.580339714,9.046092233,ASO_C,8/2/2024
603,female,95000,9,delivered,20,10000,200,220,not_often,good,10000,7.580600425,9.046879933,ASO_C,8/2/2024
604,male,70000,8,delivered,40,8000,140,160,often,fair,8500,7.580352271,9.047530025,ASO_C,8/2/2024
605,male,NULL,7,delivered,30,7000,160,180,often,good,NULL,7.58146143,9.047688041,ASO_C,8/2/2024
606,female,65000,8,delivered,40,8000,140,160,not_often,fair,8500,7.582300813,9.047049278,ASO_C,8/2/2024
607,female,90000,9,delivered,20,9000,180,200,not_often,fair,9000,7.580630963,9.048372049,ASO_C,8/2/2024
608,male,90000,9,delivered,20,9000,180,200,not_often,good,9000,7.582971753,9.047612503,ASO_C,8/2/2024
609,female,40000,7,delivered,60,3000,80,100,often,fair,3500,7.583633563,9.048184734,ASO_C,8/2/2024
610,female,105000,7,delivered,50,9000,180,200,often,good,9000,7.58409543,9.04871098,ASO_C,8/2/2024
611,female,40000,7,delivered,60,3000,80,100,often,fair,200,7.582627363,9.049609545,ASO_C,8/2/2024
612,male,80000,7,delivered,30,7000,160,180,not_often,fair,7500,7.58202774,9.049417335,ASO_C,8/2/2024
613,female,95000,6,delivered,40,5000,120,140,often,fair,5500,7.582122635,9.048413994,ASO_C,8/2/2024
614,male,50000,7,delivered,50,4000,100,120,often,fair,5000,7.581255463,9.049179242,ASO_C,8/2/2024
615,male,NULL,NULL,delivered,40,NULL,120,140,often,fair,NULL,7.581542687,9.050165977,ASO_C,8/3/2024
616,female,40000,7,delivered,60,3000,80,100,not_often,fair,3500,7.585004298,9.048913424,ASO_C,8/3/2024
617,male,90000,9,delivered,20,9000,180,200,often,good,9000,7.585739733,9.049268918,ASO_C,8/3/2024
618,female,45000,6,delivered,40,5000,120,140,often,good,5500,7.583798119,9.050301297,ASO_C,8/3/2024
619,female,60000,9,delivered,20,9000,180,200,not_often,good,9000,7.583287371,9.050642934,ASO_C,8/3/2024
620,male,45000,6,delivered,40,5000,120,140,not_often,fair,5500,7.582358112,9.051001036,ASO_C,8/3/2024
621,female,45000,9,delivered,35,5000,120,140,often,very good,5500,7.581529941,9.051097297,ASO_C,8/3/2024
622,female,60000,7,carried,30,7000,160,180,not_often,fair,7500,7.583455745,9.05178293,ASO_C,8/3/2024
623,male,105000,7,delivered,20,9000,180,200,not_often,good,9000,7.582199823,9.051931792,ASO_C,8/3/2024
624,male,55000,6,delivered,40,5000,120,140,often,good,5500,7.581432278,9.052805934,ASO_C,8/3/2024
625,male,50000,7,delivered,50,4000,100,120,often,good,5000,7.582278256,9.05280921,ASO_C,8/4/2024
626,male,105000,7,delivered,20,10000,200,220,not_often,good,10000,7.585032025,9.051128926,ASO_C,8/4/2024
627,female,50000,7,carried,50,4000,100,120,often,fair,5000,7.586470651,9.050781825,ASO_C,8/4/2024
628,male,70000,8,delivered,40,8000,140,160,often,fair,8500,7.586336534,9.050184507,ASO_C,8/4/2024
629,male,40000,7,delivered,60,3000,80,100,often,fair,3500,7.593533203,9.052210589,ASO_C,8/4/2024
630,female,80000,7,delivered,30,7000,160,180,not_often,good,7500,7.592881274,9.051430434,ASO_C,8/4/2024
631,female,90000,9,delivered,20,9000,180,200,often,good,9000,7.590978547,9.051820988,ASO_C,8/4/2024
632,female,100000,6,carried,20,10000,200,220,not_often,fair,10000,7.589803577,9.052205291,ASO_C,8/4/2024
633,male,55000,6,carried,40,5000,120,140,not_often,good,5500,7.590289472,9.053572571,ASO_C,8/4/2024
634,female,50000,7,carried,30,7000,160,180,not_often,good,7500,7.588549909,9.051775468,ASO_C,8/4/2024
635,female,80000,7,carried,30,7000,160,180,not_often,fair,7500,7.587495734,9.051509174,ASO_C,8/4/2024
636,male,NULL,9,carried,20,NULL,180,200,not_often,good,NULL,7.588188936,9.053365546,ASO_C,8/4/2024
637,female,80000,6,carried,20,9000,180,200,often,fair,9000,7.58870395,9.054262732,ASO_C,8/4/2024
638,female,80000,6,carried,40,5000,120,140,not_often,fair,5500,7.589545493,9.055405322,ASO_C,8/5/2024
639,female,80000,7,carried,30,7000,160,180,often,good,7500,7.589321179,9.054608723,ASO_C,8/5/2024
640,male,80000,8,carried,40,8000,140,160,often,fair,8500,7.586209097,9.052535047,ASO_C,8/5/2024
641,female,NULL,9,carried,20,9000,180,200,not_often,fair,NULL,7.586278796,9.053322007,ASO_C,8/5/2024
642,male,80000,8,carried,40,8000,140,160,often,fair,8500,7.588192917,9.054676714,ASO_C,8/5/2024
643,male,60000,6,carried,40,5000,120,140,not_often,good,5500,7.58837118,9.055617815,ASO_C,8/5/2024
644,female,60000,6,delivered,40,5000,120,140,often,fair,5500,7.588308308,9.057742545,ASO_C,8/5/2024
645,female,105000,9,delivered,20,9000,180,200,not_often,good,9000,7.587061001,9.058009006,ASO_C,8/5/2024
646,female,95000,9,delivered,20,10000,200,220,often,good,10000,7.58662858,9.059255191,ASO_C,8/5/2024
647,female,45000,6,delivered,40,5000,120,140,not_often,good,5000,7.586195826,9.058258853,ASO_C,8/5/2024
648,male,45000,6,carried,40,5000,120,140,not_often,good,5500,7.585174671,9.051870956,ASO_C,8/5/2024
649,male,50000,9,delivered,40,5000,120,140,not_often,fair,5000,7.584555258,9.052085581,ASO_C,8/5/2024
650,female,105000,7,delivered,20,9000,180,200,often,fair,9000,7.584943085,9.052937067,ASO_C,8/5/2024
651,female,100000,6,delivered,20,10000,200,220,not_often,good,10000,7.585883933,9.054269938,ASO_C,8/5/2024
652,male,65000,8,delivered,20,8000,140,160,often,fair,8500,7.584763744,9.05460018,ASO_C,8/5/2024
653,male,100000,7,carried,30,7000,160,180,not_often,good,7500,7.587456021,9.054691957,ASO_C,8/5/2024
654,female,105000,9,carried,20,9000,180,200,often,fair,9000,7.587262344,9.055369393,ASO_C,8/5/2024
655,female,40000,7,delivered,60,3000,80,100,often,fair,3500,7.585243318,9.055253088,ASO_C,8/5/2024
656,male,80000,7,delivered,30,7000,160,180,often,fair,7500,7.585823557,9.055752663,ASO_C,8/6/2024
657,male,105000,9,delivered,20,9000,180,200,often,fair,9000,7.586640453,9.056216981,ASO_C,8/6/2024
658,female,65000,8,delivered,40,8000,140,160,often,fair,8500,7.587219848,9.056933569,ASO_C,8/6/2024
659,female,NULL,NULL,delivered,40,8000,140,160,often,good,NULL,7.58830394,9.056530842,ASO_C,8/6/2024
660,male,65000,8,delivered,20,5000,120,140,not_often,fair,5500,7.586509213,9.057211142,ASO_C,8/6/2024
661,female,65000,9,delivered,20,9000,180,200,often,good,9000,7.585827104,9.057172338,ASO_C,8/6/2024
662,male,65000,7,carried,50,4000,100,120,often,good,5000,7.589682613,9.057566994,ASO_C,8/6/2024
663,female,65000,6,delivered,40,5000,120,140,often,good,5500,7.590604163,9.05685619,ASO_C,8/6/2024
664,female,NULL,9,delivered,20,9000,180,200,often,good,NULL,7.590300866,9.055317807,ASO_C,8/6/2024
665,female,65000,7,delivered,30,7000,160,180,often,fair,7500,7.591007093,9.056170515,ASO_C,8/6/2024
666,female,100000,9,delivered,20,10000,200,220,not_often,good,10000,7.591137581,9.055366239,ASO_C,8/6/2024
667,female,55000,9,delivered,20,9000,180,200,not_often,good,9000,7.592156088,9.055451539,ASO_C,8/6/2024
668,female,100000,9,delivered,20,10000,200,220,often,good,10000,7.591704846,9.054527474,ASO_C,8/6/2024
669,female,75000,7,delivered,30,7000,160,180,often,fair,7500,7.592561406,9.054150984,ASO_C,8/6/2024
670,female,80000,7,delivered,30,7000,160,180,often,good,7500,7.593472509,9.053783744,ASO_C,8/6/2024
671,female,105000,9,delivered,20,9000,180,200,not_often,good,9000,7.593304059,9.054994786,ASO_C,8/6/2024
672,male,95000,9,delivered,20,9000,180,200,not_often,fair,9000,7.594330294,9.055432765,ASO_C,8/7/2024
673,male,75000,7,delivered,30,7000,160,180,not_often,fair,7500,7.594494666,9.052928634,ASO_C,8/7/2024
674,male,40000,7,delivered,60,3000,80,100,not_often,fair,3500,7.595625705,9.054488277,ASO_C,8/7/2024
675,female,70000,9,delivered,20,9000,180,200,often,fair,9000,7.596277225,9.055376937,ASO_C,8/7/2024
676,male,40000,7,delivered,60,3000,80,100,often,fair,2000,7.583578496,9.052958919,ASO_C,8/7/2024
677,female,70000,8,delivered,40,8000,140,160,often,good,8500,7.582884927,9.053525909,ASO_C,8/7/2024
678,male,105000,9,delivered,20,9000,180,200,not_often,good,9000,7.584147687,9.053955787,ASO_C,8/7/2024
679,male,50000,7,delivered,50,4000,100,120,not_often,good,5000,7.583115631,9.055009758,ASO_C,8/7/2024
680,male,65000,8,delivered,50,8000,140,160,often,fair,8500,7.582654644,9.054257453,ASO_C,8/7/2024
681,male,95000,9,delivered,20,9000,180,200,not_often,fair,9000,7.581626589,9.054289642,ASO_C,8/7/2024
682,male,40000,6,delivered,40,5000,120,140,not_often,fair,5500,7.584430004,9.056199399,ASO_C,8/7/2024
683,female,70000,8,delivered,40,8000,140,160,often,good,8500,7.586008306,9.059686832,ASO_C,8/7/2024
684,male,NULL,NULL,delivered,20,NULL,180,200,not_often,good,NULL,7.585591165,9.059350651,ASO_C,8/7/2024
685,female,70000,9,delivered,35,9000,180,200,not_often,fair,9000,7.583531101,9.055770929,ASO_C,8/7/2024
686,female,70000,9,delivered,20,10000,200,220,not_often,good,10000,7.583588794,9.05729932,ASO_C,8/7/2024
687,female,70000,9,delivered,20,9000,180,200,not_often,good,9000,7.584432271,9.057944595,ASO_C,8/7/2024
688,male,NULL,7,delivered,20,10000,200,220,often,good,NULL,7.584573996,9.058921724,ASO_C,8/7/2024
689,female,70000,8,delivered,40,8000,140,160,often,good,8500,7.584542069,9.060106158,ASO_C,8/7/2024
690,male,45000,6,delivered,40,5000,120,140,not_often,fair,5000,7.583553394,9.059369897,ASO_C,
691,female,50000,7,delivered,50,4000,100,120,not_often,good,5000,7.581658899,9.055329645,ASO_C,
692,male,100000,6,delivered,20,10000,200,220,often,good,10000,7.582001203,9.05619,ASO_C,
693,female,40000,7,delivered,60,3000,80,100,not_often,good,3500,7.581734742,9.056867149,ASO_C,
694,female,70000,8,delivered,40,8000,140,160,often,fair,8500,7.582050573,9.057519426,ASO_C,
695,female,50000,7,delivered,40,5000,120,140,often,good,5500,7.581802233,9.058214729,ASO_C,
696,female,NULL,7,delivered,50,NULL,100,120,not_often,fair,NULL,7.581842504,9.05954412,ASO_C,
697,female,50000,7,delivered,50,4000,100,120,not_often,good,5000,7.581831386,9.060059494,ASO_C,
698,female,45000,6,delivered,40,5000,120,140,not_often,fair,5500,7.583085742,9.06031754,ASO_C,
699,male,105000,6,delivered,20,9000,180,200,not_often,good,9000,7.582523836,9.059781862,ASO_C,
700,female,85000,9,delivered,20,9000,180,200,often,good,9000,7.582372027,9.059057881,ASO_C,
701,male,65000,8,carried,40,8000,140,160,often,fair,8500,7.584112492,9.030373001,CHRIS_PARK,
702,female,NULL,6,carried,40,5000,120,140,not_often,fair,NULL,7.583719388,9.030877861,CHRIS_PARK,
703,male,60000,7,delivered,30,7000,160,180,often,fair,7500,7.583553753,9.031365513,CHRIS_PARK,
704,female,60000,8,carried,40,5000,120,140,not_often,fair,5500,7.583953731,9.031430353,CHRIS_PARK,
705,female,60000,9,carried,20,9000,180,200,often,good,9000,7.584893513,9.030692498,CHRIS_PARK,
706,female,60000,7,carried,50,4000,100,120,often,good,5000,7.585338617,9.030847935,CHRIS_PARK,
707,female,NULL,NULL,delivered,50,NULL,100,120,not_often,fair,NULL,7.585600074,9.031445743,CHRIS_PARK,
708,female,60000,6,delivered,40,5000,120,140,often,good,5500,7.584681941,9.031297525,CHRIS_PARK,
709,female,85000,9,delivered,20,9000,180,200,not_often,good,9000,7.585152465,9.03193231,CHRIS_PARK,
710,male,55000,9,delivered,20,10000,200,220,often,good,10000,7.584505412,9.0322463,CHRIS_PARK,
711,male,100000,9,delivered,20,10000,200,220,often,fair,10000,7.584674885,9.033105985,CHRIS_PARK,
712,female,60000,6,delivered,40,5000,120,140,not_often,fair,5500,7.585468675,9.032485117,CHRIS_PARK,
713,female,90000,9,delivered,20,9000,180,200,not_often,good,9000,7.585986868,9.032559453,CHRIS_PARK,
714,female,60000,6,delivered,50,5000,120,140,not_often,good,5500,7.584740427,9.032626989,CHRIS_PARK,
715,female,105000,9,delivered,20,9000,180,200,often,fair,9000,7.585275154,9.033126384,CHRIS_PARK,
716,female,55000,9,carried,20,9000,180,200,often,good,9000,7.584390931,9.033611266,CHRIS_PARK,
717,female,90000,9,carried,20,9000,180,200,not_often,fair,9000,7.583693782,9.032776673,CHRIS_PARK,
718,female,40000,6,carried,40,5000,120,140,often,fair,5500,7.583001811,9.032945808,CHRIS_PARK,
719,female,45000,6,carried,40,5000,120,140,not_often,good,5500,7.582817276,9.033614235,CHRIS_PARK,
720,female,NULL,9,carried,20,9000,180,200,not_often,fair,NULL,7.583344883,9.03360723,CHRIS_PARK,
721,female,45000,7,carried,30,7000,160,180,often,good,7500,7.583981078,9.033745321,CHRIS_PARK,
722,female,45000,7,carried,60,3000,80,100,often,good,3500,7.585063334,9.033794708,CHRIS_PARK,
723,female,45000,7,carried,20,10000,200,220,not_often,good,10000,7.585142624,9.034455111,CHRIS_PARK,
724,female,45000,9,carried,20,9000,180,200,not_often,good,9000,7.584771448,9.034001558,CHRIS_PARK,
725,female,55000,6,carried,60,5000,120,140,often,good,5500,7.584323587,9.034551419,CHRIS_PARK,
726,female,70000,8,carried,40,8000,140,160,often,good,8500,7.583712772,9.034901717,CHRIS_PARK,
727,female,75000,7,carried,50,4000,100,120,not_often,good,5000,7.583269253,9.034339374,CHRIS_PARK,
728,female,60000,6,carried,40,5000,120,140,not_often,good,5000,7.58263122,9.03467148,CHRIS_PARK,
729,female,70000,8,carried,40,8000,140,160,not_often,good,8500,7.584020485,9.035300771,CHRIS_PARK,
730,female,95000,9,carried,20,9000,180,200,not_often,good,9000,7.584109999,9.035671856,CHRIS_PARK,
731,female,NULL,7,carried,30,7000,160,180,not_often,fair,NULL,7.586986826,9.030384075,CHRIS_PARK,
732,female,95000,7,carried,30,7000,160,180,often,good,7500,7.587585965,9.030693824,CHRIS_PARK,
733,female,40000,7,carried,60,3000,80,100,not_often,fair,2500,7.587182571,9.031506092,CHRIS_PARK,
734,female,60000,6,carried,40,5000,120,140,often,fair,5500,7.587034957,9.032039028,CHRIS_PARK,
735,female,65000,8,carried,40,8000,140,160,often,fair,8500,7.586606844,9.032191101,CHRIS_PARK,
736,female,40000,7,carried,60,3000,80,100,often,fair,3500,7.586723331,9.032643671,CHRIS_PARK,
737,female,70000,8,carried,40,8000,140,160,often,fair,8500,7.586702778,9.033249436,CHRIS_PARK,
738,female,80000,7,carried,30,7000,160,180,not_often,fair,7500,7.586428768,9.033537739,CHRIS_PARK,
739,female,45000,6,carried,40,5000,120,140,often,fair,5500,7.586972877,9.033964829,CHRIS_PARK,
740,female,50000,7,carried,50,4000,100,120,not_often,good,5000,7.586934907,9.034371592,CHRIS_PARK,
741,female,105000,7,carried,20,9000,180,200,not_often,fair,9000,7.585865305,9.033408974,CHRIS_PARK,
742,female,NULL,7,carried,30,NULL,160,180,often,fair,NULL,7.586424504,9.034631857,CHRIS_PARK,
743,female,105000,6,carried,40,5000,120,140,not_often,fair,5500,7.586102579,9.035543903,CHRIS_PARK,
744,female,85000,9,carried,20,9000,180,200,not_often,fair,9000,7.586676692,9.035274842,CHRIS_PARK,
745,female,85000,9,carried,20,9000,180,200,not_often,good,9000,7.586987722,9.034823918,CHRIS_PARK,
746,female,NULL,9,carried,20,NULL,180,200,not_often,fair,NULL,7.587544593,9.034310642,CHRIS_PARK,
747,female,85000,9,carried,20,9000,180,200,not_often,fair,9000,7.587861231,9.034754941,CHRIS_PARK,
748,female,70000,9,carried,20,10000,200,220,not_often,good,10000,7.583751789,9.036556632,CHRIS_PARK,
749,female,70000,7,carried,60,3000,80,100,not_often,good,3500,7.583804035,9.037153634,CHRIS_PARK,
750,female,NULL,8,carried,40,8000,140,160,often,fair,8500,7.584316844,9.036278497,CHRIS_PARK,
751,female,70000,6,carried,40,5000,120,140,not_often,good,5500,7.58483483,9.03640709,CHRIS_PARK,
752,female,85000,9,carried,20,9000,180,200,not_often,fair,9000,7.584405652,9.036830428,CHRIS_PARK,
753,female,95000,6,carried,40,5000,120,140,often,fair,5500,7.584802212,9.037772371,CHRIS_PARK,
754,female,50000,7,carried,50,4000,100,120,often,good,5000,7.584358017,9.037381833,CHRIS_PARK,
